scene_order	scene_id	phase	scene_title	record_order	id	english
38	main_ending	main_story	Main ending and Ilpa celebration	33	197:$5472	Oro: What happened?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	34	197:$5480	Rihipishi: What do you<br>think?!<page><box>Rihipishi: That old man saw my pot and smashed it without permission!<page><box>Rihipishi: Who the hell is that geezer?!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	35	197:$54D7	Koppa: <name>! Hurry!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	36	197:$54E8	???: Master Gaibara!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	37	197:$54F8	Gaibara: Saruyama...<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	38	197:$5509	Gaibara: Not here...<page><box>Gaibara: The clay I seek isn't here either...<page><box>Gaibara: This clay is UNACCEPTABLE!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	39	197:$5551	Saruyama: M-Master...<page><box>Saruyama: You and I have traveled far together.<page><box>Saruyama: We've been searching for the clay you need to make your pots.<page><box>Saruyama: Yet everywhere you go, we somehow find nothing but bad clay...<page><box>Saruyama: It's almost as if...<page><box>Saruyama: you're drawn to bad clay, Master...<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	40	197:$55F1	Gaibara: Wh-What did you<br>say?!<page><box>Gaibara: Say that again, Saruyama!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	41	197:$561C	Koppa: Hold it right there!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	42	197:$562E	Oryu: Long time no see, Gaibara.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	43	197:$5643	Gaibara: Hrm?! You lot?!<page><box>Pekeji: I think Saruyama has a point.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	44	197:$5674	Gaibara: Wh-What?!<page><box>Koppa: You say there's no good clay, but...<page><box>Koppa: isn't that obvious?<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	45	197:$56AE	Koppa: Look around. There's nothing but sand.<page><box>Gaibara: Hrrrm?!<page><box>Koppa: Searching for clay here doesn't make much<br>sense.<page><box>Gaibara: Why, you! Do you know who I am?!<page><box>Gaibara: I am Gaibara!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	46	197:$5734	Gaibara: Saruyama! We're leaving! Onward to the next land!!<page><box>Saruyama: Y-Yes, Master!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	47	197:$576A	Oryu: You can't leave town right now.<page><box>Oryu: We tried, and even we couldn't get out.<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	48	197:$57A8	Gaibara: I...<page><box>Gaibara: Do you know who I am?!<page><box>Gaibara: I am GAIBARA!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	49	197:$57DA	Gaibara: Come, Saruyama! We're leaving!!<page><box>Gaibara: Raaaaaaah!!!!<page><box>
38	main_ending	main_story	Main ending and Ilpa celebration	50	197:$5802	Gaibara and Saruyama: Aaaaaaaah!!<page><box>Koppa: Looks like two more troublemakers joined us, but oh well.<page><box>
39	postgame_begins	postgame	Postgame begins	1	197:$58B8	Koppa: Gngh...<page><box>Koppa: Gngh?<page><box>Koppa: Mumble, mumble...<page><box>
39	postgame_begins	postgame	Postgame begins	2	197:$58DA	<empty>
39	postgame_begins	postgame	Postgame begins	3	197:$58DB	Pekeji: Hey, Bro! Morning!<page><box>Koppa: You're never up this early. Is it going to snow?<page><box>Pekeji: Oh, come on. What are you talking about?<page><box>Pekeji: Rise early and eat a good breakfast.<page><box>Pekeji: A healthy life is the best life.<page><box>Koppa: Liar. You're here to see Sachi, aren't you?<page><box>Koppa: I know what you're up to.<page><box>
39	postgame_begins	postgame	Postgame begins	4	197:$598F	Sachi: Good morning, you two!<page><box>Koppa: Morning!<page><box>
39	postgame_begins	postgame	Postgame begins	5	197:$59AD	Koppa: Huh? Where's your<br>dad?<page><box>Sachi: He was called away to help with a town project.<page><box>Sachi: So it's just me today.<page><box>
39	postgame_begins	postgame	Postgame begins	6	197:$59F0	Pekeji: Sachi! Is my refill ready yet?<page><box>
39	postgame_begins	postgame	Postgame begins	7	197:$5A0B	Sachi: You really are unbelievable.<page><box>
39	postgame_begins	postgame	Postgame begins	8	197:$5A1F	Sachi: Everyone else is rebuilding the town, while you sit here eating.<page><box>
39	postgame_begins	postgame	Postgame begins	9	197:$5A52	Pekeji: I can't help it.<page><box>Pekeji: Your cooking is just too delicious!<page><box>Pekeji: Besides, food before flowers, right? Heh heh.<page><box>
39	postgame_begins	postgame	Postgame begins	10	197:$5AA5	Sachi: Oh? I love flowers.<page><box>
39	postgame_begins	postgame	Postgame begins	11	197:$5AC0	Sachi: Flowers are precious in this town, so they're hard to find...<page><box>Sachi: I wish I had even a few to decorate the restaurant...<page><box>Pekeji: Leave that to me! I'll bring you armfuls of<br>flowers.<page><box>
39	postgame_begins	postgame	Postgame begins	12	197:$5B46	Pekeji: But first, food!!<page><box>
39	postgame_begins	postgame	Postgame begins	13	197:$5B5B	Pekeji: Munch! Munch! Munch! Munch!<page><box>Pekeji: Munch! Munch! Munch! Munch!<page><box>Pekeji: Munch! Munch! Munch! Munch!<page><box>
39	postgame_begins	postgame	Postgame begins	14	197:$5B88	Pekeji: Another helping!<page><box>
39	postgame_begins	postgame	Postgame begins	15	197:$5B98	Sachi: Whatever you do, food always comes first... Sigh.<page><box>
39	postgame_begins	postgame	Postgame begins	16	197:$5BBD	Pekeji: It's your fault for making such delicious food.<page><box>
39	postgame_begins	postgame	Postgame begins	17	197:$5BE3	Pekeji: Heh heh. That purple egg over there looks delicious too...<page><box>
39	postgame_begins	postgame	Postgame begins	18	197:$5C10	Sachi: Egg?<page><box>Sachi: I didn't serve any<br>eggs.<page><box>
39	postgame_begins	postgame	Postgame begins	19	197:$5C32	Pekeji: Huh?<page><box>Pekeji: Then what's this?<page><box>
39	postgame_begins	postgame	Postgame begins	20	197:$5C47	Pekeji: Whoa! The egg is...?!<page><box>
39	postgame_begins	postgame	Postgame begins	21	197:$5C5A	Sachi: That's no egg! Look!<page><box>
39	postgame_begins	postgame	Postgame begins	22	197:$5C6F	Koppa: <name:00>-<name>!<page><box>Koppa: This...<page><box>Koppa: Doesn't it look familiar?<page><box>
39	postgame_begins	postgame	Postgame begins	23	197:$5C92	Pekeji: Huh? From where?<page><box>Pekeji: I've never seen anything this weird!<page><box>
39	postgame_begins	postgame	Postgame begins	24	197:$5CB1	Koppa: I remember now!<page><box>Koppa: Jahannam's Gate!!<page><box>Koppa: The Evil God...<page><box>Koppa: It looks just like the thing at the Evil God's core!<page><box>
39	postgame_begins	postgame	Postgame begins	25	197:$5CFD	Sachi: What? Really?!<page><box>
39	postgame_begins	postgame	Postgame begins	26	197:$5D0D	Pekeji: Wh-Whaaat?!<page><box>
39	postgame_begins	postgame	Postgame begins	27	197:$5D1C	Koppa: Hey, Pekeji!<page><box>Koppa: You didn't bring back something you shouldn't have again, did you?!<page><box>Pekeji: Of course not!<page><box>Pekeji: I've had more than enough of that!<page><box>
39	postgame_begins	postgame	Postgame begins	28	197:$5D73	Pekeji: Whoaaaa!<page><box>
39	postgame_begins	postgame	Postgame begins	29	197:$5D86	???: Nfuuuu!!<page><box>Koppa: ......<page><box>Koppa: Wh-What is this<br>thing?!<page><box>Pekeji: Is it a dog? Or maybe a cat...?<page><box>Sachi: It's adorable!<page><box>
39	postgame_begins	postgame	Postgame begins	30	197:$5DE0	Koppa: Don't get close! It could be dangerous!<page><box>
39	postgame_begins	postgame	Postgame begins	31	197:$5DF5	Sachi: I'm sure it's fine.<page><box>Sachi: Just look how cute it is.<page><box>
39	postgame_begins	postgame	Postgame begins	32	197:$5E1D	???: Nfuu!<page><box>Sachi: What's wrong? Are you hungry?<page><box>Sachi: Here, have some food.<page><box>
39	postgame_begins	postgame	Postgame begins	33	197:$5E4E	???: Nfuu...<page><box>
39	postgame_begins	postgame	Postgame begins	34	197:$5E5A	Sachi: You aren't eating. Aren't you hungry?<page><box>Koppa: Maybe a bowl and chopsticks are hard for it to use.<page><box>
39	postgame_begins	postgame	Postgame begins	35	197:$5E98	Sachi: Oh, of course.<page><box>
39	postgame_begins	postgame	Postgame begins	36	197:$5EA5	Sachi: Sorry. I'll get you a plate.<page><box>
39	postgame_begins	postgame	Postgame begins	37	197:$5EC3	???: Nfuu.<page><box>???: It's okay, fu.<page><box>
39	postgame_begins	postgame	Postgame begins	38	197:$5ED3	Rustle rustle rustle rustle.<br>Rustle rustle rustle rustle.<br>Rustle rustle rustle rustle.<page><box>Koppa: I-It's...<page><box>Koppa: It's eating.<page><box>Koppa: And it's using the chopsticks properly...<page><box>Pekeji: Did it just speak our language too...?<page><box>
39	postgame_begins	postgame	Postgame begins	39	197:$5F58	???: Nfuu!! Ahh, I'm stuffed!<page><box>???: I'm satisfied!!<page><box>
39	postgame_begins	postgame	Postgame begins	40	197:$5F7E	???: Nfuu! Thank you!!<page><box>
39	postgame_begins	postgame	Postgame begins	41	197:$5F90	Koppa: Where did you come from?<page><box>
39	postgame_begins	postgame	Postgame begins	42	197:$5FA5	???: Nfuu. I don't really know, fu.<page><box>
39	postgame_begins	postgame	Postgame begins	43	197:$5FBA	Sachi: What's your name?<page><box>
39	postgame_begins	postgame	Postgame begins	44	197:$5FC7	???: My name?<page><box>???: Nfuu...?<page><box>???: I was only just born, so I don't really know.<page><box>
39	postgame_begins	postgame	Postgame begins	45	197:$5FF5	???: I'm all alone. I have nowhere to go...<page><box>
39	postgame_begins	postgame	Postgame begins	46	197:$6012	Koppa: What should we do?<page><box>
39	postgame_begins	postgame	Postgame begins	47	197:$601F	Pekeji: Throw it out? It seems pretty cheeky.<page><box>
39	postgame_begins	postgame	Postgame begins	48	197:$6038	Sachi: No!<page><box>Sachi: That would be cruel!<page><box>
39	postgame_begins	postgame	Postgame begins	49	197:$6058	Sachi: If you have nowhere to go, you can stay here.<page><box>
39	postgame_begins	postgame	Postgame begins	50	197:$6078	???: Nfuu?! Really?!<page><box>Sachi: Yes, really.<page><box>Sachi: Welcome! Um...<page><box>
39	postgame_begins	postgame	Postgame begins	51	197:$60A7	Koppa: Oh, right. We can't call you anything if you don't have a name.<page><box>
39	postgame_begins	postgame	Postgame begins	52	197:$60CA	"Koppa: Then how about<br>""Nfuu""?<page><box>Koppa: That's the sound you've been making.<page><box>Pekeji: Pfft! What a weird name.<page><box>"
39	postgame_begins	postgame	Postgame begins	53	197:$6112	Sachi: I don't think so. It's cute.<page><box>
39	postgame_begins	postgame	Postgame begins	54	197:$612C	Sachi: Welcome, Nfuu.<page><box>Nfuu: Oh, I'm so moved!!<page><box>Nfuu: I'm so moved that...<page><box>Nfuu: I'm hungry again, fu!!<page><box>
39	postgame_begins	postgame	Postgame begins	55	197:$6172	Pekeji: Hey! That's my food!!<page><box>Koppa: You're tiny, but you sure can eat...<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	1	197:$61BA	Nfuu: Nfuu! Wait a moment!<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	2	197:$61CF	Koppa: What's wrong?<page><box>Nfuu: I have a favor to ask you two, fu.<page><box>Nfuu: What happened earlier really moved me, fu!<page><box>Nfuu: I never knew anyone could be so kind...<page><box>Nfuu: Sachi is such a wonderful person.<page><box>Nfuu: To me, she's already a goddess, fu.<page><box>Nfuu: So I want to thank Sachi!<page><box>Nfuu: I want to give her a present and make her happy, fu!<page><box>Nfuu: I already know what to give her.<page><box>Nfuu: But...<page><box>Nfuu: it's in a very dangerous place, and I can't go there alone, fu.<page><box>Nfuu: So please...<page><box>Nfuu: escort me there safely, fu.<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	3	197:$632E	Nfuu: I see...<page><box>Nfuu: You won't help me...?<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	4	197:$6348	Nfuu: Never mind...<page><box>Nfuu: It's okay, fu...<page><box>Nfuu: .............<page><box>Nfuu: ..............<page><box>Nfuu: ..............<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	5	197:$6399	Koppa: Hey... He looks completely crushed.<page><box>Koppa: Maybe we should hear him out?<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	6	197:$63D7	Nfuu: What? You'll help me?!<page><box>Nfuu: Nfuu!! Thank you!!<page><box>Nfuu: I'll explain the details later.<page><box>Nfuu: Come back tonight, fu.<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	7	197:$6427	Nfuu: I smell Meat around here...<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	8	197:$6440	Koppa: Whoa! There's a dungeon entrance here?!<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	9	197:$6463	Nfuu: I'm a big eater, so I'm good at sniffing these things out, fu.<page><box>Nfuu: <name>,<page><box>Nfuu: what I want is near Floor 20.<page><box>Nfuu: Please take me that far, fu.<page><box>Nfuu: But if I fall, we'll be thrown out of the dungeon, so be careful, fu.<page><box>Nfuu: Of course, I'll fight with you.<page><box>Nfuu: I can eat Monster Meat and copy that monster's ability, fu.<page><box>Nfuu: Bow Boy Meat teaches me to shoot arrows.<page><box>Nfuu: Impact Boar Meat teaches me to knock enemies back, fu.<page><box>Nfuu: If you want me to learn an ability, throw that Meat at me, fu.<page><box>Nfuu: I can only remember ten abilities, though.<page><box>Nfuu: If I learn more, I'll forget the oldest ones, fu.<page><box>Nfuu: I'll also forget an ability if I eat the same Meat again, fu.<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	10	197:$6655	Nfuu: Shall we go, fu?<page><box>Nfuu: Oh! First, I forgot something important.<page><box>Nfuu: You can't bring any items into this dungeon, fu.<page><box>
40	nfuu_recruitment	ally_event	Nfuu recruitment	11	197:$66B1	Nfuu: Please store or discard your items first, fu.<page><box>Koppa: Got it. We'll go to the warehouse now, so wait here.<page><box>Nfuu: No...<page><box>Nfuu: It's late, and I'm getting sleepy, fu.<page><box>Nfuu: Store your items and come back tomorrow, fu.<page><box>Koppa: ......<page>
40	nfuu_recruitment	ally_event	Nfuu recruitment	12	197:$6770	Nfuu: But <name> isn't carrying anything, so we're all set, fu.<page><box>Nfuu: Shall we go? Nfuu! Let's set out!!<page>
41	tonfan_rules	side_dungeon	Tonfan's Hole entry rules	1	197:$67BF	Nfuu: You can't bring any items into this dungeon, fu.<page><box>Nfuu: Please store or discard your items first, fu.<page>
41	tonfan_rules	side_dungeon	Tonfan's Hole entry rules	2	197:$6813	Nfuu: Will you come with me, fu?<page>
41	tonfan_rules	side_dungeon	Tonfan's Hole entry rules	3	197:$682C	Nfuu: Hooray! I'm so happy, fu! Nfuu! Let's set out!!<page>
41	tonfan_rules	side_dungeon	Tonfan's Hole entry rules	4	197:$684F	Nfuu: Never mind...<page><box>Nfuu: It's okay, fu...<page><box>
42	tonfan_clear	side_dungeon	Tonfan's Hole first clear	1	197:$687F	Nfuu: Nfuu! We did it! We finally made it, fu!!<page><box>
42	tonfan_clear	side_dungeon	Tonfan's Hole first clear	2	197:$689E	Koppa: Is what you want really down here?<page><box>
42	tonfan_clear	side_dungeon	Tonfan's Hole first clear	3	197:$68C3	Nfuu: It's over there, fu.<page><box>
42	tonfan_clear	side_dungeon	Tonfan's Hole first clear	4	197:$68D1	Koppa: A flower, this deep underground...?<page><box>Nfuu: Before I was born,<page><box>Nfuu: I had a dream, fu...<page><box>
42	tonfan_clear	side_dungeon	Tonfan's Hole first clear	5	197:$690C	Nfuu: It was an awful dream where the desert kept spreading...<page><box>Nfuu: It spread underground and was about to wither this flower...<page><box>Nfuu: Then I heard the flower's voice, fu.<page><box>Flower: Pick me and take me to someone who loves<br>flowers.<page><box>Flower: Then I shall bloom brightly once more...<page><box>
